id,name,host_name,neighbourhood_cleansed,latitude,longitude,room_type,price,cleaning_fee,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,reviews_per_month
11023703,"Cute Private Room in SF, plenty of street parking",Max,West of Twin Peaks,37.73428005,-122.4495093,Private room,120,0,6,15,34,281,56,94,4.04
6423158,Mediterranean style private studio,Alice,West of Twin Peaks,37.73130338,-122.4615201,Entire home/apt,139,70,13,21,46,306,134,98,5.92
16020972,"商务旅行a 位于旧金山,交通便利,进出方便",Lily,Inner Richmond,37.77855987,-122.4616524,Shared room,36,20,0,20,49,49,0,-1,-1
1941534,Big bedroom for 2 in cool sf flat,Jordan,Inner Richmond,37.7820787,-122.4634335,Private room,95,0,0,0,0,91,1,100,0.03
7583060,Private Room Steps from the Park,Tyler,Inner Richmond,37.77422123,-122.4642125,Private room,99,20,0,0,0,0,0,-1,-1
11531128,2BR Family Home next to Park,Rayannah,Inner Richmond,37.77558346,-122.4551883,Entire home/apt,289,190,6,12,23,193,25,94,2.52
12203536,"Room w/ Sofa, and microwave! Feels like a Studio!F",Dmitry,Inner Richmond,37.78385615,-122.4627486,Private room,59,65,0,2,2,186,13,69,1.42
11186588,Clean & Convenient Private Suite-Walk to GG Park,Cindy,Inner Richmond,37.77917884,-122.4774427,Entire home/apt,98,68,7,26,53,136,104,88,7.54
10809774,Perfect Golden Gate Park 1bdrm+Yard,Lindsey,Inner Richmond,37.77476081,-122.4658813,Entire home/apt,495,0,29,59,89,364,1,100,0.13
3158614,Presidio Edwardian Family Home,Jan,Inner Richmond,37.78756197,-122.4652677,Entire home/apt,1200,0,0,0,0,0,0,-1,-1
256176,Private entrance bd/bath by GG Park,Eva,Inner Richmond,37.77579194,-122.455045,Private room,100,40,28,55,67,327,174,96,2.66
10810544,NON-SMOKING  NON-SMOKING        SUNNY    1- BR Apt,Nelson,Inner Richmond,37.78506058,-122.4639292,Entire home/apt,115,150,0,15,45,229,5,96,0.36
13047629,Beautiful 1bd/1ba @Golden Gate Park,Thomas,Inner Richmond,37.77550971,-122.4638212,Entire home/apt,174,50,0,0,0,0,0,-1,-1
13319043,Cozy 3BR with Parking in Fantastic Location!,Victoria,Inner Richmond,37.77994325,-122.4755262,Entire home/apt,235,95,8,15,23,244,33,92,3.56
10968474,FREE PARKING ENTIRE HOME,Ann,Inner Richmond,37.77891025,-122.4729436,Entire home/apt,229,180,30,60,60,60,15,93,1.07
1847664,Lovely 1 BR Apt. with Garden - Central SF location,Jan,Inner Richmond,37.77527443,-122.4547466,Entire home/apt,128,85,4,11,30,227,37,95,0.91
1126710,Palace of the Soul Cozy Sanctuary,Elizabeth,Inner Richmond,37.77870019,-122.4548178,Private room,100,40,26,56,86,172,163,97,3.46
13677990,Nice room in Inner Richmond,Lucie,Inner Richmond,37.77868508,-122.4569192,Private room,130,25,30,60,90,365,15,77,1.6
8597777,San Francisco Victorian,Samantha,Inner Richmond,37.78088657,-122.4509742,Private room,329,20,0,0,0,0,0,-1,-1
4948340,Private Room in a Strategic Area,Budi,Inner Richmond,37.78354153,-122.4677134,Private room,65,20,5,10,18,229,173,89,6.64
2012414,Huge 3-bedroom home near Golden Gate Park,Doug,Inner Richmond,37.77617493,-122.4569504,Entire home/apt,400,100,0,0,0,0,3,93,0.31
9255908,Private Suite with parking,Manish,Inner Richmond,37.77598207,-122.4566063,Private room,125,40,19,49,75,337,49,95,3.2
4226785,"San Francisco,USF,GG park, Ocean Beach 3 miles. B",Chrissy,Inner Richmond,37.77590168,-122.4564369,Entire home/apt,224,0,0,18,48,48,64,95,2.11
2326228,Garden apartment kitchen n parking (entire unit),Kim,Inner Richmond,37.78000349,-122.454659,Entire home/apt,400,0,24,54,84,359,14,93,0.37
7370012,"New 3 Bd, Sleeps Up to 8!",Valerie,Inner Richmond,37.77381875,-122.4656014,Entire home/apt,260,150,9,21,38,75,108,96,5.22
4699464,Spacious Apartment,Laney,Inner Richmond,37.7790398,-122.4711266,Private room,135,0,0,0,0,0,0,-1,-1
13719341,Large master BR in Inner Richmond,Lucie,Inner Richmond,37.77759196,-122.4562898,Private room,177,40,28,58,88,363,3,100,0.38
14057062,Garden Bedroom-Bathroom-Kitchenette,Chip,Inner Richmond,37.77714109,-122.4667579,Private room,125,25,0,0,0,244,6,100,0.71
3792754,Golden Gate Park Charmer!,Angie,Inner Richmond,37.77785978,-122.4656774,Entire home/apt,250,150,0,0,1,153,31,97,1.04
11140705,Sunny quiet space in food nirvana,Gabriel,Inner Richmond,37.77931768,-122.4607312,Entire home/apt,160,70,0,0,0,0,8,93,0.8
1277771,Home Away From Home,Christine,Inner Richmond,37.78523647,-122.476276,Entire home/apt,190,0,0,2,2,162,260,94,5.9
16219958,Private 1 Bedroom+1 Sofa(sleeps 3 ppl)~Golden Gate,Igor,Inner Richmond,37.77876943,-122.4740691,Private room,69,25,4,11,17,135,11,96,6.11
114006,MUNI parks restaurants beach!!,Emily,Inner Richmond,37.77995534,-122.4644447,Private room,125,50,28,58,88,363,3,100,0.05
8576907,"Beautiful house, ideally situated.",Dana,Inner Richmond,37.77857563,-122.4492029,Entire home/apt,499,200,0,0,4,10,6,100,0.39
16792748,Room across from Golden Gate Park,Wei,Inner Richmond,37.77564235,-122.4555352,Private room,10,125,30,60,90,90,0,-1,-1
14051865,Quiet room in 2 BR apt w/ Great Kitchen+ Backyard!,Eric,Inner Richmond,37.77575121,-122.4651266,Private room,77,10,0,0,14,14,4,95,0.47
7699550,Spacious room in large bright apt,Long,Inner Richmond,37.77618912,-122.4569487,Private room,65,0,0,0,0,0,0,-1,-1
13265419,Remodelled Home Great for Families with Young Kids,Stacey,Inner Richmond,37.77729327,-122.4631328,Entire home/apt,600,125,0,0,0,0,1,100,0.11
178532,Luxury/Modern 2-story Condo,Ron,Inner Richmond,37.77556129,-122.4549796,Private room,169,50,24,54,84,359,90,96,1.3
14317890,"1BR apt w/ parking, next to outside lands festival",David,Inner Richmond,37.78039432,-122.4664885,Entire home/apt,300,0,29,59,89,89,1,-1,0.13
3586296,Backyard Access Large Private Room,Amy&Michael,Inner Richmond,37.77904175,-122.4534166,Private room,115,35,27,57,87,87,103,96,3.14
8781352,Large sunny room (great location),Olia,Inner Richmond,37.77554386,-122.4496102,Private room,75,25,0,0,0,0,4,100,0.23
15776584,San Francisco旧金山金门公园特大房间,Lily,Inner Richmond,37.77823983,-122.46337,Private room,59,29,1,21,51,51,4,90,0.93
10860614,Cute and Loved 4 BDRM on Balboa,Rosa,Inner Richmond,37.77782784,-122.4642699,Entire home/apt,700,0,0,0,0,0,0,-1,-1
11778093,Elegant Inner Richmond 4br Home,Robb,Inner Richmond,37.77802264,-122.4693614,Entire home/apt,699,200,0,0,20,78,0,-1,-1
13585591,Private room in spacious and sunny 4-bedroom house,Serena,Inner Richmond,37.77683847,-122.4575291,Private room,77,30,0,0,0,0,0,-1,-1
424846,Private bed & bath suite and large living room,Martha,Inner Richmond,37.783767,-122.4752233,Private room,135,35,23,47,73,331,75,99,2.4
3013520,small studio in a grate location ,Monty,Inner Richmond,37.78031012,-122.4509991,Entire home/apt,55,65,9,14,14,17,18,86,0.54
6224858,Stylish 3 Bdr Home near Presidio,Elisabeth & James,Inner Richmond,37.78578423,-122.4619319,Entire home/apt,450,150,0,0,1,61,10,96,0.47
178740,Gorgeous Spacious Apartment in Unique Mansion,Elizabeth,Inner Richmond,37.77818014,-122.4542027,Entire home/apt,178,85,0,0,0,30,105,98,1.52
13728328,1 Bdr in the Inner Richmond,Danielle,Inner Richmond,37.78069664,-122.4596119,Entire home/apt,140,0,0,0,0,0,1,100,0.11
909052,Modern Pied-a-Terre perfect for 2,Scott,Inner Richmond,37.78539782,-122.4643138,Entire home/apt,220,100,17,31,34,245,42,100,0.85
12794288,Panoramic View Of Golden Gate Park,Scott And Helen,Inner Richmond,37.77489146,-122.4681691,Entire home/apt,100,200,0,2,16,69,5,96,0.54
12973981,"Entire Charming, Sunny Inner Richmond Apt",Afshan,Inner Richmond,37.78533017,-122.4662897,Private room,130,50,0,0,0,0,1,-1,0.1
13399004,Spacious 1 Bedroom,Tracy,Inner Richmond,37.77868902,-122.4695625,Entire home/apt,130,50,0,0,0,0,1,80,0.11
18003730,Spacious room with private entrance,Serena,Inner Richmond,37.77692216,-122.4565504,Private room,55,30,0,0,0,0,0,-1,-1
16725722,Fun in SF! Good for travelers,Amanda,Inner Richmond,37.7774215,-122.4588366,Private room,90,20,0,0,27,28,6,92,2.4
4077186,Modern 2BR Next to Golden Gate Park,Danielle,Inner Richmond,37.77627399,-122.4588815,Entire home/apt,250,85,10,15,29,81,123,93,3.96
10686651,Newly Renovated on Lake St,Martin,Inner Richmond,37.78549253,-122.4691523,Entire home/apt,800,200,0,0,0,0,0,-1,-1
13186688,"3 Bdr house by Golden Gate park, 20 mins downtown!",Kate,Inner Richmond,37.77963622,-122.4770003,Entire home/apt,400,175,0,0,0,0,4,100,0.42
4258545,"Private entrance,kitchen and parking",Kim,Inner Richmond,37.77982369,-122.4546992,Private room,120,0,30,60,90,365,24,98,0.8
9587361,Garden oasis by Golden Gate Park,Rita & Nathan,Inner Richmond,37.77902559,-122.4658542,Entire home/apt,225,75,12,24,24,160,22,91,7.25
11987072,Vibrant and Terrific SF location!,Jim,Inner Richmond,37.783334,-122.4642058,Entire home/apt,123,55,4,9,25,99,60,94,6.16
10998711,Quiet 2BD house in central SF,Liv,Inner Richmond,37.77948947,-122.4487218,Entire home/apt,300,0,0,0,0,0,0,-1,-1
2209324,Cozy and Close to Everything...,Helen,Inner Richmond,37.77730522,-122.4639911,Entire home/apt,1000,150,30,60,90,365,11,95,0.28
7452112,"Bright, Cheerful 1BR Near Presidio",Kevin,Inner Richmond,37.78275609,-122.4774254,Entire home/apt,159,85,0,0,0,86,24,98,1.19
17380787,Light Filled Private Bedroom in Shared Apartment,Lily,Inner Richmond,37.78166027,-122.4492465,Private room,67,0,0,0,0,0,0,-1,-1
234394,Central+Spacious San Francisco Flat,Alex,Inner Richmond,37.78448988,-122.461881,Entire home/apt,195,35,0,0,0,113,30,99,0.47
17347979,Studio Steps From Golden Gate Park,Alec,Inner Richmond,37.77369629,-122.4644716,Entire home/apt,195,0,23,53,83,170,1,100,1
12203384,"Private Spacious room with 2 beds. ""E""",Dmitry,Inner Richmond,37.7857009,-122.4611514,Private room,59,65,30,60,60,244,20,83,2.18
440179,Spacious 1bed/1bath private apt. ,May,Inner Richmond,37.77576363,-122.4734508,Entire home/apt,180,75,5,11,11,20,167,97,2.82
12253994,1904 Victorian Flat House 5br Wifi.,Dmitry,Inner Richmond,37.78485058,-122.4627412,Entire home/apt,249,75,0,0,30,92,10,82,0.89
9073978,"Huge, Stylish Flat sleeps 10",David,Inner Richmond,37.78263525,-122.4591281,Entire home/apt,197,90,30,60,90,365,34,86,2.08
12203307,"Spacious bright and beautiful room! ""D""",Dmitry,Inner Richmond,37.7853368,-122.4629246,Private room,59,65,18,19,19,203,20,87,2.09
14913657,Bea's BnB,Beatrice,Inner Richmond,37.77829913,-122.4518245,Private room,148,0,29,59,89,178,5,100,0.85
10227655,Large classic Edwardian full-floor Richmond flat,Tim,Inner Richmond,37.78550975,-122.4747464,Entire home/apt,239,125,12,31,61,146,30,100,1.98
10940860,Bright + spacious room in 4br house,Serena,Inner Richmond,37.77851604,-122.4581825,Private room,80,35,0,0,0,0,1,100,0.11
10830317,Inner Richmond Two Bedroom Edwardian,Catherine,Inner Richmond,37.77500142,-122.4667468,Entire home/apt,200,90,0,0,0,0,3,100,0.41
7939407,Spacious Flat with Big Backyard,Megan,Inner Richmond,37.78068502,-122.4726045,Entire home/apt,305,120,0,0,0,0,0,-1,-1
10996605,Central Richmond House with Yard,Daniel,Inner Richmond,37.77887952,-122.4752571,Entire home/apt,1000,0,0,0,0,0,0,-1,-1
13080090,Entire Private Suite in SF Richmond,Lawrence,Inner Richmond,37.77574952,-122.4777426,Private room,199,45,27,55,84,84,11,98,1.31
13095330,Beautiful Home near University of San Francisco,Brenda,Inner Richmond,37.77677409,-122.4511032,Entire home/apt,300,100,0,0,0,0,2,90,0.22
17109374,SF private rm close to Golden Gate,Elena,Inner Richmond,37.77871575,-122.4740431,Private room,68,60,4,7,27,27,1,100,1
889175,Tranquil & private garden studio,Laurie,Inner Richmond,37.77675197,-122.4689021,Entire home/apt,140,100,9,31,61,336,44,94,0.94
11208901,Beautiful 1 bdrm across GG Park,Michelle,Inner Richmond,37.77564412,-122.4586191,Entire home/apt,250,45,0,3,33,122,11,100,1.02
13315189,Beautiful apartment with Victorian Charm,Elizabeth,Inner Richmond,37.78508571,-122.4707728,Entire home/apt,190,60,0,0,0,0,17,96,1.75
13563865,Family friendly 4 bdrm house by Golden Gate Park,Alina,Inner Richmond,37.77624963,-122.4646427,Entire home/apt,725,225,0,0,12,168,4,85,0.48
8212224,Golden Gate Park View Private Room,Natalia,Inner Richmond,37.77549037,-122.4560272,Private room,90,10,29,59,89,364,7,83,0.37
12831488,Charming cottage next to USF,Indre,Inner Richmond,37.78058746,-122.4482733,Entire home/apt,400,150,2,6,21,91,3,100,0.34
15056192,Comfortable room w/private bathroom near the park,Allyse,Inner Richmond,37.77678454,-122.461263,Private room,129,25,11,28,54,126,11,98,1.69
9263004,Large Inner Richmond Flat,Nichele,Inner Richmond,37.77671517,-122.4722185,Entire home/apt,450,0,0,0,0,0,0,-1,-1
5506592,Lone Mountain Master Suite,Phil,Inner Richmond,37.77844106,-122.4580964,Private room,120,40,0,0,0,10,14,99,0.6
11374678,Beautiful & Well located Apartment,Sophie,Inner Richmond,37.77911845,-122.4528879,Private room,51,0,0,0,0,0,0,-1,-1
11948102,Newly Renovated Victorian Flat next to GGP,Lisa,Inner Richmond,37.77384138,-122.4711021,Entire home/apt,360,125,1,1,1,9,2,90,0.22
2349816,Parking convenience House  USF,Kim,Inner Richmond,37.78134124,-122.4554522,Entire home/apt,425,0,30,60,90,365,9,98,0.24
720811,Private Inlaw Apt Inner Richmond SF,Ron & Cherie,Inner Richmond,37.77571085,-122.4629607,Entire home/apt,135,50,9,13,28,246,129,95,2.38
214696,Family-friendly flat near it all!,Christopher,Inner Richmond,37.77587799,-122.4598216,Entire home/apt,650,165,0,0,7,281,0,-1,-1
4372075,"Spacious, well-lit, upper unit flat",John,Inner Richmond,37.77808132,-122.475973,Entire home/apt,685,125,0,0,0,0,0,-1,-1
17909371,"couch-surfing ""read discerption ",Naif,Inner Richmond,37.77969634,-122.4671814,Shared room,48,20,24,54,84,359,0,-1,-1
12203625,"Petite room ""H""",Dmitry,Inner Richmond,37.78554866,-122.4630002,Private room,39,50,30,60,60,244,0,-1,-1
4956697,Sunny 2br/1Ba w/Garden STR-0001125,Mike,Inner Richmond,37.77818258,-122.476454,Entire home/apt,125,80,8,28,39,291,98,89,3.68
15256528,Inner Richmond spacious flat,Molly,Inner Richmond,37.77930442,-122.4637611,Private room,116,10,30,58,84,84,5,96,0.82
16778843,Private In-Law Apartment - Center of SF,Jen,Inner Richmond,37.78033863,-122.4547361,Private room,150,20,15,45,57,57,8,100,4.29
12437037,Private unit near Golden Gate Park,Sandy,Inner Richmond,37.77485657,-122.4623461,Entire home/apt,89,30,6,14,39,39,88,92,7.76
134193,Charming Family House near GG Park,Terry,Inner Richmond,37.78060139,-122.4759695,Entire home/apt,450,150,0,0,0,0,18,94,0.26
2657328,Charming Victorian Row House,Jeffrey,Inner Richmond,37.78251493,-122.4602738,Entire home/apt,300,150,0,0,0,0,3,93,0.24
14774391,Master bedroom with lots of space!,Poonam,Inner Richmond,37.78042517,-122.4500618,Entire home/apt,115,0,0,0,0,0,0,-1,-1
5861266,SUPER Master Bed En-suite @GG Park,Viviane&Lele,Inner Richmond,37.77527893,-122.4623292,Private room,200,50,30,60,90,365,11,98,0.49
17778664,Gorgeous Zen Sanctuary in the Heart of the City,Heather,Inner Richmond,37.78608951,-122.4693559,Entire home/apt,275,75,9,30,51,116,0,-1,-1
5697110,Contmp Remodel  1 bdm 1ba w/parking,Robert,Inner Richmond,37.78059169,-122.4519923,Entire home/apt,200,65,29,59,89,89,30,87,1.26
945748,"Designer in-law apartment/Jordan Park, Pac Heights",Toni,Inner Richmond,37.78446276,-122.4646745,Entire home/apt,100,60,0,0,11,286,0,-1,-1
15856221,"Live like a local - 2bdrm Flat, Great location!",Morgan,Inner Richmond,37.78095281,-122.4667078,Entire home/apt,249,100,19,39,69,69,5,100,3.57
10885761,Master bedroom in Inner Richmond,Sajid,Inner Richmond,37.7796438,-122.4685739,Private room,150,20,0,0,0,0,0,-1,-1
6572428,Bella Casa,Celeste,Inner Richmond,37.77535718,-122.4692646,Entire home/apt,800,100,30,60,90,365,1,-1,0.05
4025721,Large Home With A Cozy Feel,Uma,Inner Richmond,37.78432131,-122.46922,Entire home/apt,300,60,0,0,0,0,3,87,0.35
11414548,Great Room Across from Park,Sarah,Inner Richmond,37.77416775,-122.4627062,Private room,77,0,0,0,0,0,4,100,0.31
16428049,Comfortable Private Room in NoPa,Preston,Inner Richmond,37.77856919,-122.4500413,Private room,70,0,0,0,0,0,0,-1,-1
10364499,"Bright, Stylish Inner Richmond Getaway",Heather,Inner Richmond,37.78321802,-122.4741436,Private room,165,60,5,15,26,238,55,99,5.14
13709951,Master bedroom in Inner Richmond,Lucie,Inner Richmond,37.77913947,-122.4549553,Private room,150,30,29,59,89,360,3,93,0.32
2387702,Sunny 1 Bedroom condo off park,Kimberly,Inner Richmond,37.77810004,-122.4697508,Entire home/apt,200,0,0,0,0,132,10,96,0.3
8777405,Charming Inner Richmond Guest Suite,Jon,Inner Richmond,37.7764246,-122.4700614,Entire home/apt,135,75,10,20,33,81,85,97,5.03
11284170,Beautiful Private Home Near GG Park,Toni,Inner Richmond,37.77791256,-122.4686406,Entire home/apt,350,150,0,0,0,0,0,-1,-1
17210790,San Francisco Lake Street Condo,Andrew,Inner Richmond,37.78667976,-122.4749477,Entire home/apt,285,0,0,0,0,0,0,-1,-1
15072528,beautiful apartment in great location,Monty,Inner Richmond,37.78030934,-122.4507916,Entire home/apt,125,110,0,16,16,241,2,100,0.42
2455325,"AMAZING, CHIC & STYLISH SF HOME",Mariam,Inner Richmond,37.78502161,-122.4653023,Entire home/apt,295,95,16,46,76,348,152,96,4.04
8956815,Charming Home by Golden Gate Park - Dog Friendly,Maggie,Inner Richmond,37.77585947,-122.4555613,Entire home/apt,200,0,0,0,0,0,3,100,0.38
7009791,Private Room in Beautiful Edwardian,David,Inner Richmond,37.7777961,-122.4593366,Private room,125,0,0,0,4,279,12,98,0.59
15602145,Private room in charming apartment,Elizabeth,Inner Richmond,37.78543402,-122.4702842,Private room,59,35,14,36,66,66,2,100,0.43
6269649,Quaint Garden Apt @Golden Gate Park,Viviane&Lele,Inner Richmond,37.77505787,-122.4637732,Entire home/apt,375,100,0,0,0,0,7,94,0.35
15312760,Entire flat Inner Richmond,Molly,Inner Richmond,37.77875977,-122.4620505,Entire home/apt,155,10,1,1,1,1,0,-1,-1
699662,Spacious & Sunny 1bd near GG Park,Matthew,Inner Richmond,37.77657567,-122.4587883,Entire home/apt,150,50,0,0,0,0,34,95,0.84
1542007,Park-side one bedroom at Mt. Lake,Jw,Inner Richmond,37.78657537,-122.4682523,Entire home/apt,250,100,0,0,0,0,0,-1,-1
1043127,Steps to GG park from 2b/1.5ba apt,Denis,Inner Richmond,37.77430075,-122.4770823,Entire home/apt,180,100,0,0,0,252,0,-1,-1
6957711,Great bedroom in Large Apartment,Isaac,Inner Richmond,37.77573625,-122.4476972,Private room,72,20,14,14,44,319,5,90,0.24
17222629,Apartment in the best neighborhood in SF!!,Michell,Inner Richmond,37.78056028,-122.4636361,Entire home/apt,100,50,0,9,32,292,2,100,1.36
12069391,Fresh Modern Patio Apartment,Hannah,Inner Richmond,37.77966284,-122.4666247,Entire home/apt,140,30,2,24,54,329,6,100,0.56
15722690,NEW Attic Studio - Vaulted Ceiling,Viviane&Lele,Inner Richmond,37.77600568,-122.4642277,Private room,200,30,29,59,89,364,2,100,0.82
10905721,Garden flat near GG Bridge & Parks,Uli,Inner Richmond,37.78266942,-122.4697425,Entire home/apt,143,100,8,21,44,44,26,95,3.25
13788970,GG Park 2-bed Condo Renovated w/ Open Floor Plan,Mary,Inner Richmond,37.77578294,-122.4667443,Entire home/apt,250,50,0,0,0,0,2,60,0.22
13149975,"Lone Mountain, USF Condo",Drew,Inner Richmond,37.77695877,-122.4551351,Entire home/apt,150,150,13,13,13,13,19,100,2.29
17721104,Luxury Apartment near Golden Gate Park,Lisa,Inner Richmond,37.7752946,-122.4730306,Entire home/apt,320,130,22,42,68,338,0,-1,-1
7759598,Light Filled 3BR/2.5BA home w/views,Jessica,Inner Richmond,37.7811383,-122.4478271,Entire home/apt,575,150,0,0,14,14,13,100,0.69
2123469,Cozy Giants Room @Golden Gate Park,Viviane&Lele,Inner Richmond,37.77372777,-122.4631288,Private room,125,35,25,51,78,353,115,96,3.12
3262842,Large Flat In A Great Location,Gina,Inner Richmond,37.78173241,-122.4653268,Entire home/apt,189,100,0,21,22,247,14,91,0.59
9315872,Charming Standalone Cottage!,Cindy,Inner Richmond,37.77430522,-122.4660018,Entire home/apt,119,55,1,12,22,94,103,93,6.19
17824712,Spacious room. Great apartment. Live like a local!,Morgan,Inner Richmond,37.78224982,-122.4658449,Private room,99,0,17,35,65,65,1,100,1
13395595,Large Master Bedroom and Private Bathroom,Andrew,Inner Richmond,37.78412634,-122.4628186,Private room,80,10,0,0,0,0,2,90,0.21
10282315,4br Edwardian House by the park,Declan,Inner Richmond,37.77589072,-122.4560006,Entire home/apt,650,0,0,0,0,70,0,-1,-1
410762,private room in large appartment,Inna,Inner Richmond,37.78020033,-122.4696386,Private room,70,100,3,7,7,113,2,100,0.1
13264163,Great Family Apartment Close To Golden Gate Park!,James,Inner Richmond,37.77673773,-122.4665722,Entire home/apt,325,95,0,0,22,52,6,93,0.63
17540307,Sunny top-floor 2-bed Vic. 1 block from Clement,Magdalene,Inner Richmond,37.78504063,-122.4605237,Entire home/apt,150,50,0,0,27,27,0,-1,-1
10430433,Charming home close to everything!,Barbara,Inner Richmond,37.78341088,-122.4678925,Entire home/apt,500,0,0,0,0,0,0,-1,-1
7841744,"Elegant condo near parks, museums",Suzanne,Inner Richmond,37.78295025,-122.4738464,Entire home/apt,225,60,19,46,74,346,39,93,2.08
4842662,Live like a native,Katherine,Inner Richmond,37.78107267,-122.4765239,Entire home/apt,200,25,0,0,0,0,0,-1,-1
1762444,1B/1B Top Floor Apartment,Erica,Inner Richmond,37.78285327,-122.4598149,Private room,125,50,1,31,61,92,0,-1,-1
17558227,Incredibly Spacious Room - Perfect for Travellers!,Brett,Inner Richmond,37.78336926,-122.4596079,Private room,85,0,0,0,0,91,1,80,1
3728917,Big Bedroom in Spacious Apartment,Devin,Inner Richmond,37.77693564,-122.4477306,Private room,75,20,26,56,86,361,4,100,0.23
10806778,NON-SMOKING  NON-SMOKING    V-Large  2BR Apartment,Nelson,Inner Richmond,37.78398029,-122.4622076,Entire home/apt,139,150,30,60,90,274,8,85,0.58
13362637,4 bedroom/1.5 near Golden Gate park,Mindy,Inner Richmond,37.77461041,-122.4568064,Entire home/apt,380,180,15,33,63,131,17,95,1.86
8815041,Cozy Cottage By the Park,Cameron,Inner Richmond,37.77666876,-122.4771637,Private room,85,0,0,0,0,0,2,40,0.13
17499253,Brand new room Presidio/GG Park,Elena,Inner Richmond,37.77938394,-122.4733823,Private room,70,30,0,0,0,32,0,-1,-1
9347891,Spacious Studio With Private Entrance Near GG Park,Chris,Inner Richmond,37.77421533,-122.4677324,Entire home/apt,135,0,0,0,6,41,85,99,5.15
2203283,Quiet Harbor for your Journey in SF,Ming,Inner Richmond,37.77980905,-122.4684132,Private room,65,20,6,22,29,219,171,95,4.4
17718199,Family Master Suite+Private Bath~Golden Gate Park,Igor,Inner Richmond,37.77729892,-122.4742679,Private room,110,45,12,25,25,97,0,-1,-1
10658305,Stylish Apartment in San Francisco,Ismael,Inner Richmond,37.77649421,-122.4478149,Entire home/apt,164,0,0,0,0,0,0,-1,-1
15327674,Upscale 2 Bedroom/1.5 Bath with Private Entry,Barbara,Inner Richmond,37.77653288,-122.473874,Entire home/apt,295,0,5,8,14,135,19,98,3.24
11049716,Charming Inner Richmond Studio,Ken,Inner Richmond,37.78100823,-122.4650337,Entire home/apt,150,80,0,0,0,0,0,-1,-1
14049707,C'est parfait.,Guillaume,Inner Richmond,37.78260183,-122.4596475,Entire home/apt,250,100,0,0,18,18,4,90,0.5
66119,Large garden studio apt. near Golden Gate Park,Joe,Inner Richmond,37.77797943,-122.4781239,Entire home/apt,115,75,15,38,66,325,80,84,1.15
17625640,Cozy King size Bedroom,Felipi,Inner Richmond,37.78040685,-122.4737504,Private room,70,20,4,4,4,47,2,100,2
4170452,Need a couch?,Tyler,Inner Richmond,37.77381682,-122.4696637,Shared room,150,0,0,0,0,0,1,100,0.03
173464,30 day min:  Private remodeled 1 bedroom cottage,Keith,Inner Richmond,37.77637611,-122.4705341,Entire home/apt,70,50,0,0,2,2,230,97,3.33
11265368,HUGE HOME FREE PARKING,Terence,Inner Richmond,37.77878932,-122.4731609,Entire home/apt,225,180,30,35,35,35,13,97,0.95
12853235,Lone Mountain Escape,Warren,Inner Richmond,37.77926391,-122.4490673,Entire home/apt,300,75,0,0,0,244,4,100,0.49
561148,Great Family Home Near GG Park,Steve,Inner Richmond,37.77821633,-122.4581341,Entire home/apt,450,140,3,3,3,8,11,96,0.19
16621529,Vacation on Golden Gate Park!,Jeri,Inner Richmond,37.77463188,-122.4701776,Entire home/apt,450,50,29,59,89,179,0,-1,-1
4360006,Lone Mountain Guest Room,Phil,Inner Richmond,37.77692667,-122.458236,Private room,100,30,0,0,11,11,14,97,0.47
17603822,2017 Brand New Modern Condo for Business/Vacation,Peter,Inner Richmond,37.78042343,-122.4746471,Entire home/apt,150,125,4,4,4,4,2,100,2
9298491,5 Bdrs+Free Parking in Single House!,Lawrence,Inner Richmond,37.7739255,-122.4768733,Entire home/apt,499,150,18,48,78,163,59,93,4.19
2350088,Beautiful Clean parking USF home ,Kim,Inner Richmond,37.77956796,-122.4546673,Private room,125,0,30,60,90,365,15,97,0.39
138221,Lone Mountain Pied A Terre,Phil,Inner Richmond,37.77885083,-122.457694,Entire home/apt,110,80,15,15,16,16,66,97,0.95
2710492,"Solo Traveler, Frequent Traveler to SF?",Camille,Inner Richmond,37.77914248,-122.4712646,Private room,98,40,23,53,56,56,4,95,0.11
3969494,Comfy Room Near Golden Gate Park,Andrew,Inner Richmond,37.77941939,-122.4775355,Private room,79,0,29,34,34,34,87,96,2.76
13328265,Private studio,Brandon,Inner Richmond,37.77512205,-122.4626414,Private room,120,0,28,58,88,363,3,87,0.32
614278,3 - 4 bedroom condo near Golden Gate Park,Fleur,Inner Richmond,37.77715709,-122.4627143,Entire home/apt,265,120,0,7,10,99,7,100,0.12
14153586,Small sunny bedroom & more in Inner Richmond Apt,Monica,Inner Richmond,37.77449021,-122.4652222,Private room,69,25,26,56,56,56,30,90,3.78
14963473,Entire Home Parking USF neighborhood,Kim,Inner Richmond,37.77980935,-122.4549396,Entire home/apt,950,0,30,60,90,365,2,100,0.74
2467408,Large room in House w/ Garden!,Alex,Inner Richmond,37.77852353,-122.4569172,Private room,70,10,0,0,0,0,0,-1,-1
7726184,Lovely 2 Bedroom,William,Inner Richmond,37.77959731,-122.4700363,Entire home/apt,275,150,0,0,0,0,16,95,0.8
4316724,Private Studio in Center of City,Amir,Inner Richmond,37.77619754,-122.4478662,Entire home/apt,164,75,16,46,76,351,11,85,0.37
875287,Spacious Room Near Golden Gate Park,Albert,Inner Richmond,37.7746385,-122.4756448,Private room,79,45,29,59,89,364,51,91,1.03
